,final_match_id,final_qual,final_match,num_pdbs,PDB,ALPHAFOLD,ALPHAFOLD_MULTIMER,SWISS,ITASSER
Unmodelled_TETRAMER_b1695,Unmodelled_TETRAMER_b1695_&_full_match_1,98.4,{'P0A9U8_5_381_2vig_&_NOBFS_0': 1},1.0,,,,1.0,
CHD-MONOMER,CHD-MONOMER_&_full_match_3,96.27131294964029,{'AF-P17444-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1426,Unmodelled_MONOMER_b1426_&_full_match_3,97.3,{'P0ACW6_1_72_1zhc_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1424,Unmodelled_MONOMER_b1424_&_full_match_0,91.30462794918331,{'AF-P40120-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1423,Unmodelled_MONOMER_b1423_&_full_match_0,99.6,{'P76097_2_446_2rjb_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1422,Unmodelled_MONOMER_b1422_&_full_match_0,91.36915309446256,{'AF-P77171-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1420,Unmodelled_MONOMER_b1420_&_full_match_0,94.5,{'P76096_3_54_2l3n_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4017,Unmodelled_MONOMER_b4017_&_full_match_2,82.39707417582417,{'AF-P23325-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1429,Unmodelled_MONOMER_b1429_&_full_match_1,95.3369393939394,{'AF-P25396-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1428,Unmodelled_MONOMER_b1428_&_full_match_1,96.40533742331287,{'AF-P76100-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1733,Unmodelled_MONOMER_b1733_&_full_match_1,96.59730923694781,{'AF-P37794-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1044,Unmodelled_MONOMER_b1044_&_full_match_1,79.94834951456309,{'AF-P75917-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1731,Unmodelled_MONOMER_b1731_&_full_match_2,83.8,{'P0AE60_14_80_2bn8_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1046,Unmodelled_MONOMER_b1046_&_full_match_2,87.5,{'P75919_17_430_2ze4_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1041,Unmodelled_MONOMER_b1041_&_full_match_0,77.46523178807945,{'AF-P0ABK7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1040,Unmodelled_MONOMER_b1040_&_full_match_1,95.4,{'P52106_8_213_5xt2_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1735,Unmodelled_MONOMER_b1735_&_full_match_1,91.4,{'P17410_22_277_5suw_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1042,Unmodelled_MONOMER_b1042_&_full_match_0,84.8,{'CSGA_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b4011,Unmodelled_MONOMER_b4011_&_full_match_1,92.68511811023623,{'AF-P09162-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1739,Unmodelled_MONOMER_b1739_&_full_match_2,80.09383928571427,{'AF-P0ADB1-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1049,Unmodelled_MONOMER_b1049_&_full_match_1,87.84095631641085,{'AF-P62517-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1048,Unmodelled_MONOMER_b1048_&_full_match_0,95.7,{'OPGG_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b3068,Unmodelled_MONOMER_b3068_&_full_match_3,99.0,{'MUG_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
CAIC-MONOMER,CAIC-MONOMER_&_full_match_3,99.0,{'P31552_6_517_3a9v_&_NOBFS_0': 1},1.0,,,,1.0,
GrpE_dim,GrpE_dim_&_full_match_1,79.4329695431472,{'GrpE_dim_AlphaMulti': 1},1.0,,,1.0,,
Unmodelled_MONOMER_b3354,Unmodelled_MONOMER_b3354_&_full_match_1,97.2,{'P67624_1_70_1y0n_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4398,Unmodelled_MONOMER_b4398_&_full_match_1,98.3,{'P08368_4_228_1p2f_&_NOBFS_0': 1},1.0,,,,1.0,
NARX-CPLX,NARX-CPLX_&_full_match_1,83.55529264214046,{'NARX-CPLX_AlphaMulti': 1},1.0,,,1.0,,
PC00033,PC00033_&_full_match_0,99.4,{'P0ACP7_2_340_1jfs_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4012,Unmodelled_MONOMER_b4012_&_full_match_0,100.0,{'P09163_1_147_2kcw_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b0391,Unmodelled_DIMER_b0391_&_full_match_1,100.0,{'P0C037_1_94_2oyz_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3352,Unmodelled_MONOMER_b3352_&_full_match_3,84.73640502354787,{'AF-P63389-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7538,CPLX0-7538_&_full_match_1,98.15,{'P0ADS2_2_109_4p1m_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3218,Unmodelled_MONOMER_b3218_&_full_match_0,92.40622699386505,{'AF-P0CE57-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_TRIMER_b4306,Unmodelled_TRIMER_b4306_&_full_match_1,99.33333333333331,{'P39367_1_248_1nkv_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4128,Unmodelled_MONOMER_b4128_&_full_match_1,100.0,{'P0AF61_1_98_2llz_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7533,CPLX0-7533_&_full_match_0,94.3,{'2j1n-assembly1.cif_&_MATCH_0': 1},1.0,1.0,,,,
CPLX0-7532,CPLX0-7532_&_full_match_0,89.7,{'P69681_25_408_2npd_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7530,CPLX0-7530_&_full_match_1,94.0,{'P02932_22_351_1pho_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7536,CPLX0-7536_&_full_match_0,37.6,{'3cgn-assembly2.cif_&_MATCH_1': 1},1.0,1.0,,,,
CPLX0-7535,CPLX0-7535_&_full_match_0,98.2,{'P60061_5_441_5j4i_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7534,CPLX0-7534_&_full_match_0,94.1,{'6zhv-assembly1.cif_&_MATCH_1': 1},1.0,1.0,,,,
FABB-CPLX,FABB-CPLX_&_full_match_1,100.0,{'P0A953_1_406_1dd8_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1559,Unmodelled_MONOMER_b1559_&_full_match_2,90.08112,{'AF-P76161-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1558,Unmodelled_MONOMER_b1558_&_full_match_2,100.0,{'P0A976_1_70_2l15_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b4212,Unmodelled_DIMER_b4212_&_full_match_0,89.3,{'P0ACN2_9_122_1yyv_&_NOBFS_0': 1},1.0,,,,1.0,
CPLX0-7755,CPLX0-7755_&_full_match_1,97.05,{'P0ACE7_2_118_3n1t_&_NOBFS_0': 1},1.0,,,,1.0,
TSA-REDUCT-DIMER,TSA-REDUCT-DIMER_&_full_match_1,97.65,{'P0ABQ2_2_289_4dll_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1553,Unmodelled_MONOMER_b1553_&_full_match_1,85.22066666666666,{'AF-P76158-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1552,Unmodelled_MONOMER_b1552_&_full_match_3,98.6,{'P0A986_2_70_1mjc_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1551,Unmodelled_MONOMER_b1551_&_full_match_1,86.84764705882355,{'AF-P76157-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
RluA_mono,RluA_mono_&_full_match_1,98.6,{'P0AA37_4_219_2i82_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1557,Unmodelled_MONOMER_b1557_&_full_match_3,94.4,{'P36995_4_70_3cam_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1556,Unmodelled_MONOMER_b1556_&_full_match_0,87.843661971831,{'AF-P77237-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1555,Unmodelled_MONOMER_b1555_&_full_match_0,85.0793203883495,{'AF-P76160-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1554,Unmodelled_MONOMER_b1554_&_full_match_0,94.31519774011299,{'AF-P76159-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1139,Unmodelled_MONOMER_b1139_&_full_match_1,89.74552188552187,{'AF-P11072-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1138,Unmodelled_MONOMER_b1138_&_full_match_0,91.48012820512821,{'AF-P75968-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0952,Unmodelled_MONOMER_b0952_&_full_match_3,89.32679144385027,{'AF-P0AB10-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0953,Unmodelled_MONOMER_b0953_&_full_match_3,100.0,{'P0AFW2_1_55_6h4n_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b4083,Unmodelled_DIMER_b4083_&_full_match_0,94.4,{'P32717_38_661_4pdx_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0955,Unmodelled_MONOMER_b0955_&_full_match_0,92.6444880546075,{'AF-P75867-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1435,Unmodelled_MONOMER_b1435_&_full_match_0,93.58491577335373,{'AF-P76104-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0958,Unmodelled_MONOMER_b0958_&_full_match_1,79.15183431952663,{'AF-P0AFZ5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1130,Unmodelled_MONOMER_b1130_&_full_match_0,98.6,{'PHOP_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b1132,Unmodelled_MONOMER_b1132_&_full_match_0,99.9,{'HFLD_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b1137,Unmodelled_MONOMER_b1137_&_full_match_1,90.09135746606334,{'AF-P75967-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ANSB-CPLX,ANSB-CPLX_&_full_match_1,93.7,{'P00805_23_348_6pab_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4121,Unmodelled_MONOMER_b4121_&_full_match_0,93.64995215311006,{'AF-P39270-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
CPLX0-7988,CPLX0-7988_&_subset_match_0,98.5588007736944,"{'P76082_2_254_3h02_&_NOBFS_0': 1, 'P77467_2_261_4qii_&_NOBFS_0': 1}",2.0,,,,1.0,
YqcB_mono,YqcB_mono_&_full_match_0,90.01100000000001,{'AF-P0AA41-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3211,Unmodelled_MONOMER_b3211_&_full_match_1,95.41928802588995,{'AF-P0ADW6-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0399,Unmodelled_MONOMER_b0399_&_full_match_1,87.6795633187773,{'AF-P0AFJ5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Rrf_mono,Rrf_mono_&_full_match_2,100.0,{'1zn1-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b1120,Unmodelled_MONOMER_b1120_&_full_match_2,92.5,{'P75960_12_269_4iao_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0392,Unmodelled_MONOMER_b0392_&_full_match_0,92.1847311827957,{'AF-P75704-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4125,Unmodelled_MONOMER_b4125_&_full_match_2,82.70500920810312,{'AF-P0AEC8-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
G7841-MONOMER,G7841-MONOMER_&_full_match_2,95.4,{'P39286_6_339_5uz4_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1121,Unmodelled_MONOMER_b1121_&_full_match_0,76.00843511450383,{'AF-P75961-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0396,Unmodelled_MONOMER_b0396_&_full_match_0,91.90289340101525,{'AF-P23910-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3598,Unmodelled_MONOMER_b3598_&_full_match_1,83.13358333333333,{'AF-P32108-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3973,Unmodelled_MONOMER_b3973_&_full_match_3,99.4,{'BIRA_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_TETRAMER_b3881,Unmodelled_TETRAMER_b3881_&_full_match_0,98.35,{'7ag1-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
Unmodelled_MONOMER_b0558,Unmodelled_MONOMER_b0558_&_full_match_1,95.8245,{'YBCV_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b0559,Unmodelled_MONOMER_b0559_&_full_match_0,70.67823529411764,{'AF-P64435-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3602,Unmodelled_MONOMER_b3602_&_full_match_1,100.0,{'P0ADK8_1_120_2lf0_&_NOBFS_0': 1},1.0,,,,1.0,
RrmJ_mono,RrmJ_mono_&_full_match_0,94.10961722488037,{'AF-P0C0R7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0556,Unmodelled_MONOMER_b0556_&_full_match_2,92.69901960784313,{'AF-P75719-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0557,Unmodelled_MONOMER_b0557_&_full_match_1,87.28639175257733,{'AF-P77330-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b0551,Unmodelled_MONOMER_b0551_&_full_match_2,88.2,{'Q47274_2_113_6p1a_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0552,Unmodelled_MONOMER_b0552_&_full_match_1,92.46331288343559,{'AF-P0CE50-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4749,Unmodelled_MONOMER_b4749_&_full_match_0,85.14904761904762,{'AF-P0DPO9-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
ORNCARBAMTRANSFERI-CPLX,ORNCARBAMTRANSFERI-CPLX_&_full_match_0,99.7,{'P04391_2_334_1duv_&_NOBFS_0': 1},1.0,,,,1.0,
G6716-MONOMER,G6716-MONOMER_&_full_match_0,99.0,{'P76083_4_474_3mog_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4741,Unmodelled_MONOMER_b4741_&_full_match_0,85.83516129032256,{'AF-P0DPO1-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4740,Unmodelled_MONOMER_b4740_&_full_match_0,61.031791044776114,{'AF-P0DPO0-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4743,Unmodelled_MONOMER_b4743_&_full_match_0,78.45754385964909,{'AF-P0DPO3-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4742,Unmodelled_MONOMER_b4742_&_full_match_0,59.32333333333332,{'AF-P0DPO2-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4745,Unmodelled_MONOMER_b4745_&_full_match_0,71.38147540983606,{'AF-P0DPO5-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4744,Unmodelled_MONOMER_b4744_&_full_match_0,86.90594594594594,{'AF-P0DPO4-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4747,Unmodelled_MONOMER_b4747_&_full_match_0,70.78399999999999,{'AF-P0DPO7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
PSERPHOSPHA-MONOMER,PSERPHOSPHA-MONOMER_&_full_match_2,99.1,{'P0AGB0_2_320_3n28_&_NOBFS_0': 1},1.0,,,,1.0,
GLYCEROL-KIN-CPLX,GLYCEROL-KIN-CPLX_&_full_match_0,99.25,{'1glf-assembly1.cif_&_MATCH_2': 1},1.0,1.0,,,,
Unmodelled_DIMER_b3574,Unmodelled_DIMER_b3574_&_full_match_0,89.35,{'P37671_21_273_5tjj_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b0236,Unmodelled_MONOMER_b0236_&_full_match_2,95.8,{'P28369_1_159_4v67_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b1013,Unmodelled_DIMER_b1013_&_full_match_0,93.65,{'P0ACU2_12_212_4jyk_&_NOBFS_0': 1},1.0,,,,1.0,
CFA-CPLX,CFA-CPLX_&_full_match_0,96.6,{'P0A9H7_14_382_6bqc_&_NOBFS_0': 1},1.0,,,,1.0,
DEOXYRIBOSE-P-ALD-MONOMER,DEOXYRIBOSE-P-ALD-MONOMER_&_full_match_0,98.2,{'DEOC_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
EG10154-MONOMER,EG10154-MONOMER_&_full_match_3,99.2,{'P12282_2_248_1jw9_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2071,Unmodelled_MONOMER_b2071_&_full_match_1,88.76869281045751,{'AF-P76394-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b1026,Unmodelled_DIMER_b1026_&_full_match_0,94.8,{'P0CF82_3_275_5hoo_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1050,Unmodelled_MONOMER_b1050_&_full_match_0,76.45679999999999,{'AF-P0AB31-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_DIMER_b1593,Unmodelled_DIMER_b1593_&_full_match_0,94.4,{'P0A6E9_3_220_1dah_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4411,Unmodelled_MONOMER_b4411_&_full_match_0,90.29729166666668,{'AF-P0ADB7-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4410,Unmodelled_MONOMER_b4410_&_full_match_1,86.68365853658536,{'AF-P0ADB4-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
FtsY_MONOMER,FtsY_MONOMER_&_full_match_0,73.91545271629779,{'AF-P10121-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2073,Unmodelled_MONOMER_b2073_&_full_match_0,89.41073059360731,{'AF-P76396-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
EG11905-MONOMER,EG11905-MONOMER_&_full_match_0,100.0,{'P32669_1_220_1l6w_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4419,Unmodelled_MONOMER_b4419_&_full_match_0,100.0,{'P0DPD0_1_35_5lbj_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3773,Unmodelled_MONOMER_b3773_&_full_match_0,99.7,{'P05827_1_296_6g1b_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b2072,Unmodelled_MONOMER_b2072_&_full_match_0,98.0,{'P76395_3_250_5d2u_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b3775,Unmodelled_MONOMER_b3775_&_full_match_0,99.0,{'PPIC_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_TRIMER_b3646,Unmodelled_TRIMER_b3646_&_full_match_0,95.09999999999998,{'P0AGM2_2_196_5wuf_&_NOBFS_0': 1},1.0,,,,1.0,
Prc-NlpI-CPLX,Prc-NlpI-CPLX_&_full_match_0,89.8026639344262,{'6iqq-assembly1.cif_&_NOBFS_0': 1},1.0,1.0,,,,
CITC-MONOMER,CITC-MONOMER_&_full_match_0,90.78414772727272,{'AF-P77390-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4506,Unmodelled_MONOMER_b4506_&_full_match_2,97.8,{'Q2EEQ2_1_45_6i7v_&_NOBFS_0': 1},1.0,,,,1.0,
EG10456-12.0-MER,EG10456-12.0-MER_&_full_match_0,100.0,{'1gvh-assembly1.cif_&_MATCH_2': 1},1.0,1.0,,,,
ENTF-MONOMER,ENTF-MONOMER_&_full_match_0,98.4,{'P11454_21_1292_5ja1_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4529,Unmodelled_MONOMER_b4529_&_full_match_0,74.63772727272728,{'AF-P0ACW2-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
GLPT-MONOMER,GLPT-MONOMER_&_full_match_0,97.0,{'GLPT_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b4525,Unmodelled_MONOMER_b4525_&_full_match_0,78.3,{'Q2EER5_1_47_3qvo_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4495,Unmodelled_MONOMER_b4495_&_full_match_2,58.17025862068966,{'AF-P76322-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3561,Unmodelled_MONOMER_b3561_&_full_match_1,93.74770392749245,{'AF-P37669-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
RpmA_mono,RpmA_mono_&_full_match_2,98.8,{'P0A7L8_2_85_4v4h_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4521,Unmodelled_MONOMER_b4521_&_full_match_0,52.8276,{'YCGI_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b4520,Unmodelled_MONOMER_b4520_&_full_match_0,74.68263888888889,{'AF-P58034-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4523,Unmodelled_MONOMER_b4523_&_full_match_0,74.48690909090908,{'AF-P58094-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4522,Unmodelled_MONOMER_b4522_&_full_match_1,78.84652173913045,{'AF-P0CB62-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1957,Unmodelled_MONOMER_b1957_&_full_match_0,87.29783333333332,{'AF-P64517-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
G6523-MONOMER_G6518-MONOMER,G6523-MONOMER_G6518-MONOMER_&_subset_match_0,94.45141025641026,"{'AF-P75893-F1-model_v2_&_NOBFS_0': 1, 'RUTA_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1}",2.0,,0.30036630036630035,,,0.6996336996336996
CYSSYNMULTI-CPLX,CYSSYNMULTI-CPLX_&_subset_match_0,96.13739054290717,"{'P0ABK5_2_316_1oas_&_NOBFS_0': 1, 'P0A9D4_2_262_1t3d_&_NOBFS_0': 1}",2.0,,,,1.0,
CPLX0-3901,CPLX0-3901_&_full_match_0,100.0,{'P31434_1_772_1xsj_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1953,Unmodelled_MONOMER_b1953_&_full_match_0,71.76333333333334,{'AF-P64519-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1952,Unmodelled_MONOMER_b1952_&_full_match_1,98.4,{'P0AEG8_1_61_2cp2_&_NOBFS_0': 1},1.0,,,,1.0,
DIHYDRODIPICSYN-CPLX,DIHYDRODIPICSYN-CPLX_&_full_match_0,100.0,{'P0A6L2_1_292_6ue0_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_DIMER_b1757,Unmodelled_DIMER_b1757_&_full_match_1,95.15,{'P78067_20_435_3ipo_&_NOBFS_0': 1},1.0,,,,1.0,
G6437-MONOMER,G6437-MONOMER_&_full_match_3,95.81309973045823,{'AF-P75804-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b1959,Unmodelled_MONOMER_b1959_&_full_match_1,90.8,{'P0AA70_11_288_5i20_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b1958,Unmodelled_MONOMER_b1958_&_full_match_1,87.33213114754099,{'AF-P46125-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2556,Unmodelled_MONOMER_b2556_&_full_match_0,87.0457052631579,{'AF-P52101-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b3407,Unmodelled_MONOMER_b3407_&_full_match_1,94.2672,{'YHGF_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
Unmodelled_MONOMER_b2554,Unmodelled_MONOMER_b2554_&_full_match_0,86.75013513513511,{'AF-P0AFU4-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b2555,Unmodelled_MONOMER_b2555_&_full_match_1,81.01198312236285,{'AF-P0AD44-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
Unmodelled_MONOMER_b4253,Unmodelled_MONOMER_b4253_&_full_match_0,86.2,{'YJGL_ECOLI_model1_clean_residues_removed_&_NOBFS_0': 1},1.0,,,,,1.0
InfA_mono,InfA_mono_&_full_match_0,98.6,{'P69222_2_72_1ah9_&_NOBFS_0': 1},1.0,,,,1.0,
Unmodelled_MONOMER_b4300,Unmodelled_MONOMER_b4300_&_full_match_1,91.72696153846157,{'AF-P39361-F1-model_v2_&_NOBFS_0': 1},1.0,,1.0,,,
G7090-MONOMER_EG11982-MONOMER,G7090-MONOMER_EG11982-MONOMER_&_subset_match_0,76.21155462184873,"{'AF-P37748-F1-model_v2_&_NOBFS_0': 1, 'AF-P76372-F1-model_v2_&_NOBFS_0': 1}",2.0,,1.0,,,
FOLC-MONOMER,FOLC-MONOMER_&_full_match_1,98.1,{'P08192_6_419_1w78_&_NOBFS_0': 1},1.0,,,,1.0,
