,alphafold1_model_score,alphafold1_ipTM,alphafold1_pTM,plddt,pdb_file,score_file,dfparent_index,sequence_length,QCQA_verdict,PDB,SWISS,Comments
CPLX0-1683,0.9220000133514406,0.9200000166893005,0.93,94.48816326530611,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1683.result/CPLX0-1683_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1683.result/CPLX0-1683_unrelaxed_rank_1_model_3_scores.json,CPLX0-1683,1176.0,Auto,,,
THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER,0.3220000095367432,0.30000001192092896,0.41,87.02613095238097,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER.result/THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER.result/THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER_unrelaxed_rank_1_model_3_scores.json,THIH-MONOMER_THIF-MONOMER_THII-MONOMER_THIS-MONOMER,1176.0,DNE,,,
NAPAB-CPLX_NAPC-MONOMER,0.8580000190734864,0.8500000238418579,0.89,89.42723874256583,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/NAPAB-CPLX_NAPC-MONOMER.result/NAPAB-CPLX_NAPC-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/NAPAB-CPLX_NAPC-MONOMER.result/NAPAB-CPLX_NAPC-MONOMER_unrelaxed_rank_1_model_3_scores.json,NAPAB-CPLX_NAPC-MONOMER,1177.0,Auto,,,
ASPS-CPLX,0.94,0.94,0.94,95.11671186440678,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ASPS-CPLX.result/ASPS-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ASPS-CPLX.result/ASPS-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ASPS-CPLX,1180.0,Auto,,,
METHYLENETHFREDUCT-CPLX,0.7800000000000001,0.77,0.82,90.1091554054054,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/METHYLENETHFREDUCT-CPLX.result/METHYLENETHFREDUCT-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/METHYLENETHFREDUCT-CPLX.result/METHYLENETHFREDUCT-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,METHYLENETHFREDUCT-CPLX,1184.0,Good,,,
EIISGA,0.7020000057220459,0.6800000071525574,0.79,91.28849789029536,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EIISGA.result/EIISGA_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/EIISGA.result/EIISGA_unrelaxed_rank_1_model_3_scores.json,EIISGA,1185.0,Good,,,
CPLX0-8120,0.8340000000000001,0.83,0.85,90.0582898062342,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8120.result/CPLX0-8120_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8120.result/CPLX0-8120_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,CPLX0-8120,1187.0,Auto,,,
ABC-4-CPLX,0.8140000000000002,0.81,0.83,89.68393428812132,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-4-CPLX.result/ABC-4-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-4-CPLX.result/ABC-4-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,ABC-4-CPLX,1187.0,Good,,,
b2489_1__b2487_1__b2481_1__b2488_1_,0.9000000000000001,0.9,0.9,86.86872590108969,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2489_1__b2487_1__b2481_1__b2488_1_.result/b2489_1__b2487_1__b2481_1__b2488_1__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2489_1__b2487_1__b2481_1__b2488_1_.result/b2489_1__b2487_1__b2481_1__b2488_1__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b2489_1__b2487_1__b2481_1__b2488_1_,1193.0,Auto,,,
NARX-CPLX,0.5859999866485596,0.5799999833106995,0.61,83.55529264214047,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/NARX-CPLX.result/NARX-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/NARX-CPLX.result/NARX-CPLX_unrelaxed_rank_1_model_3_scores.json,NARX-CPLX,1196.0,Good,,,
ABC-35-CPLX,0.8160000019073487,0.8100000023841858,0.84,85.70018379281537,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-35-CPLX.result/ABC-35-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-35-CPLX.result/ABC-35-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-35-CPLX,1197.0,Auto,,,
NUPC-MONOMER,0.8740000038146973,0.8700000047683716,0.89,91.90259166666667,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/NUPC-MONOMER.result/NUPC-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/NUPC-MONOMER.result/NUPC-MONOMER_unrelaxed_rank_1_model_3_scores.json,NUPC-MONOMER,1200.0,Auto,,,
CPLX0-761,0.9519999904632568,0.949999988079071,0.96,96.24595178719868,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-761.result/CPLX0-761_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-761.result/CPLX0-761_unrelaxed_rank_1_model_3_scores.json,CPLX0-761,1203.0,Auto,no,no,"Complex is putative, only swiss model for one subunit"
FORMHYDROGI-CPLX,0.8840000000000001,0.88,0.9,88.68843023255813,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FORMHYDROGI-CPLX.result/FORMHYDROGI-CPLX_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/FORMHYDROGI-CPLX.result/FORMHYDROGI-CPLX_scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,FORMHYDROGI-CPLX,1204.0,Auto,,,
b2752_4_,0.22600000000000003,0.19,0.37,78.45130794701986,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2752_4_.result/b2752_4__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b2752_4_.result/b2752_4__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b2752_4_,1208.0,Good,,,
CPLX0-8152,0.775999984741211,0.7699999809265137,0.8,88.23140495867769,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8152.result/CPLX0-8152_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-8152.result/CPLX0-8152_unrelaxed_rank_1_model_3_scores.json,CPLX0-8152,1210.0,Good,,,
b3256_2__b3255_2_,0.736,0.72,0.8,83.81504958677685,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3256_2__b3255_2_.result/b3256_2__b3255_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3256_2__b3255_2_.result/b3256_2__b3255_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3256_2__b3255_2_,1210.0,Good,,,
ABC-29-CPLX,0.8259999942779542,0.8199999928474426,0.85,85.92645267489712,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-29-CPLX.result/ABC-29-CPLX_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-29-CPLX.result/ABC-29-CPLX_unrelaxed_rank_1_model_4_scores.json,ABC-29-CPLX,1215.0,Auto,,,
CPLX0-1841,0.9499999904632568,0.949999988079071,0.95,95.65367901234568,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1841.result/CPLX0-1841_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-1841.result/CPLX0-1841_unrelaxed_rank_1_model_3_scores.json,CPLX0-1841,1215.0,Auto,,,ecocyc err
CPLX0-7870,0.49200000762939455,0.49000000953674316,0.5,82.37710526315789,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7870.result/CPLX0-7870_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7870.result/CPLX0-7870_unrelaxed_rank_1_model_3_scores.json,CPLX0-7870,1216.0,Good,,,
ABC-15-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1_,0.8259999942779542,0.8199999928474426,0.85,85.79488163265306,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-15-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1_.result/ABC-15-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1__unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-15-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1_.result/ABC-15-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1__unrelaxed_rank_1_model_3_scores.json,ABC-15-CPLX,1225.0,Auto,,,
ABC-304-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1_,0.8259999942779542,0.8199999928474426,0.85,85.79488163265306,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-304-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1_.result/ABC-304-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1__unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-304-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1_.result/ABC-304-CPLX-MEM-b3455_1_b3454_1_b3457_1_b3456_1__unrelaxed_rank_1_model_3_scores.json,ABC-304-CPLX,1225.0,Auto,,,
b3705_1__b3300_1__b3981_1__b3175_1_,0.668,0.66,0.7,74.27433224755701,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3705_1__b3300_1__b3981_1__b3175_1_.result/b3705_1__b3300_1__b3981_1__b3175_1__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3705_1__b3300_1__b3981_1__b3175_1_.result/b3705_1__b3300_1__b3981_1__b3175_1__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3705_1__b3300_1__b3981_1__b3175_1_,1228.0,Good,,,
DIHYDROXYACIDDEHYDRAT-CPLX,0.9599999828338623,0.9599999785423279,0.96,95.37426136363636,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DIHYDROXYACIDDEHYDRAT-CPLX.result/DIHYDROXYACIDDEHYDRAT-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DIHYDROXYACIDDEHYDRAT-CPLX.result/DIHYDROXYACIDDEHYDRAT-CPLX_unrelaxed_rank_1_model_3_scores.json,DIHYDROXYACIDDEHYDRAT-CPLX,1232.0,Auto,,,No PDB
ABC-49-CPLX-MEM-b0829_1_b0832_1_b0831_1_,0.8140000019073487,0.8100000023841858,0.83,85.1320211038961,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-49-CPLX-MEM-b0829_1_b0832_1_b0831_1_.result/ABC-49-CPLX-MEM-b0829_1_b0832_1_b0831_1__unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-49-CPLX-MEM-b0829_1_b0832_1_b0831_1_.result/ABC-49-CPLX-MEM-b0829_1_b0832_1_b0831_1__unrelaxed_rank_1_model_3_scores.json,ABC-49-CPLX,1232.0,Auto,,,
ABC-41-CPLX-MEM-b2180_1_b2179_1_b2178_1_,0.7920000171661378,0.7900000214576721,0.8,83.70010534846028,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-41-CPLX-MEM-b2180_1_b2179_1_b2178_1_.result/ABC-41-CPLX-MEM-b2180_1_b2179_1_b2178_1__unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-41-CPLX-MEM-b2180_1_b2179_1_b2178_1_.result/ABC-41-CPLX-MEM-b2180_1_b2179_1_b2178_1__unrelaxed_rank_1_model_3_scores.json,ABC-41-CPLX,1234.0,Good,,,
TMAOREDUCTI-CPLX,0.6759999809265137,0.6499999761581421,0.78,86.48505654281098,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TMAOREDUCTI-CPLX.result/TMAOREDUCTI-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TMAOREDUCTI-CPLX.result/TMAOREDUCTI-CPLX_unrelaxed_rank_1_model_3_scores.json,TMAOREDUCTI-CPLX,1238.0,Good,,,
ABC-3-CPLX,0.8060000095367432,0.800000011920929,0.83,88.5106129032258,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-3-CPLX.result/ABC-3-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-3-CPLX.result/ABC-3-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-3-CPLX,1240.0,Auto,,,
ABC-14-CPLX,0.8160000019073487,0.8100000023841858,0.84,88.66637903225806,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-14-CPLX.result/ABC-14-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-14-CPLX.result/ABC-14-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-14-CPLX,1240.0,Auto,,,
CPLX0-7819,0.5819999866485596,0.5799999833106995,0.59,75.68622580645162,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7819.result/CPLX0-7819_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7819.result/CPLX0-7819_unrelaxed_rank_1_model_3_scores.json,CPLX0-7819,1240.0,Good,,,
CPLX0-743,0.8919999885559083,0.8899999856948853,0.9,85.30873387096774,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-743.result/CPLX0-743_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-743.result/CPLX0-743_unrelaxed_rank_1_model_3_scores.json,CPLX0-743,1240.0,Auto,,,
YGJU-MONOMER,0.8120000019073487,0.8100000023841858,0.82,84.6151771336554,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/YGJU-MONOMER.result/YGJU-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/YGJU-MONOMER.result/YGJU-MONOMER_unrelaxed_rank_1_model_3_scores.json,YGJU-MONOMER,1242.0,Auto,,,
b1038_9_,0.316,0.31,0.34,37.726256038647335,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b1038_9_.result/b1038_9__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b1038_9_.result/b1038_9__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b1038_9_,1242.0,Good,,,
ABC-40-CPLX-MEM-b2129_2_b2130_1_b2128_1_,0.8060000095367432,0.800000011920929,0.83,89.24549839228297,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-40-CPLX-MEM-b2129_2_b2130_1_b2128_1_.result/ABC-40-CPLX-MEM-b2129_2_b2130_1_b2128_1__unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-40-CPLX-MEM-b2129_2_b2130_1_b2128_1_.result/ABC-40-CPLX-MEM-b2129_2_b2130_1_b2128_1__unrelaxed_rank_1_model_3_scores.json,ABC-40-CPLX,1244.0,Good,,,
CPLX-154,0.6419999885559082,0.6399999856948853,0.65,82.870752,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-154.result/CPLX-154_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX-154.result/CPLX-154_unrelaxed_rank_1_model_3_scores.json,CPLX-154,1250.0,Good,,,
ABC-51-CPLX-MEM-b1441_2_b1442_1_b1443_1_,0.8120000019073487,0.8100000023841858,0.82,87.59596322941647,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-51-CPLX-MEM-b1441_2_b1442_1_b1443_1_.result/ABC-51-CPLX-MEM-b1441_2_b1442_1_b1443_1__unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-51-CPLX-MEM-b1441_2_b1442_1_b1443_1_.result/ABC-51-CPLX-MEM-b1441_2_b1442_1_b1443_1__unrelaxed_rank_1_model_3_scores.json,ABC-51-CPLX,1251.0,Auto,,,
ABC-13-CPLX,0.7859999771118165,0.7799999713897705,0.81,87.9713875598086,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-13-CPLX.result/ABC-13-CPLX_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-13-CPLX.result/ABC-13-CPLX_unrelaxed_rank_1_model_4_scores.json,ABC-13-CPLX,1254.0,Good,,,
CPLX0-7458,0.9320000057220459,0.9300000071525574,0.94,93.78660828025477,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7458.result/CPLX0-7458_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7458.result/CPLX0-7458_unrelaxed_rank_1_model_3_scores.json,CPLX0-7458,1256.0,Auto,,,
DHPDIOXYGEN-CPLX,0.8080000095367432,0.800000011920929,0.84,94.89470541401273,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DHPDIOXYGEN-CPLX.result/DHPDIOXYGEN-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/DHPDIOXYGEN-CPLX.result/DHPDIOXYGEN-CPLX_unrelaxed_rank_1_model_3_scores.json,DHPDIOXYGEN-CPLX,1256.0,Auto,,,
CPLX0-7823,0.20200000143051147,0.17000000178813934,0.33,78.31528196981732,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7823.result/CPLX0-7823_unrelaxed_rank_1_model_4.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/CPLX0-7823.result/CPLX0-7823_unrelaxed_rank_1_model_4_scores.json,CPLX0-7823,1259.0,Poor,,,
b3030_2_,0.614,0.61,0.63,84.00711111111112,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3030_2_.result/b3030_2__unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/b3030_2_.result/b3030_2__scores_rank_001_alphafold2_multimer_v3_model_1_seed_000.json,b3030_2_,1260.0,Good,,,
ABC-61-CPLX,0.7700000171661378,0.7900000214576721,0.69,81.91485714285714,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-61-CPLX.result/ABC-61-CPLX_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/ABC-61-CPLX.result/ABC-61-CPLX_unrelaxed_rank_1_model_3_scores.json,ABC-61-CPLX,1260.0,Good,,,
TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER,0.46799999809265136,0.4399999976158142,0.58,83.95372934697089,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER.result/TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER.result/TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER_unrelaxed_rank_1_model_3_scores.json,TRKA-MONOMER_SAPD-MONOMER_TRKH-MONOMER,1271.0,DNE,,,
TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER,0.40400000381469725,0.3700000047683716,0.54,83.53661429693638,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER.result/TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER_unrelaxed_rank_1_model_3.pdb,../../../../../../../../mnt/wwn-0x5000c500b96b98e1-part1/GSPAT/GEMPRO/structures/all_alphafoldMultimer/TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER.result/TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER_unrelaxed_rank_1_model_3_scores.json,TRKA-MONOMER_SAPD-MONOMER_TRKG-MONOMER,1273.0,DNE,,,
