Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Names	Component-Of	Locations
ortT	b1445	1517389	1517562	orphan toxin OrtT	ortT // ydcX // b1445 // ECK1439		inner membrane
orzP		2204402	2204484	small RNA OrzP	orzP		
osmB	b1283	1343110	1343328	osmotically-inducible lipoprotein OsmB	osmB // b1283 // ECK1278		inner membrane // outer membrane // periplasmic space
osmC	b1482	1556625	1557056	osmotically inducible peroxiredoxin OsmC	osmC // b1482 // ECK1476	osmotically inducible peroxiredoxin OsmC	cytosol
osmE	b1739	1821918	1822256	osmotically-inducible lipoprotein OsmE	osmE // anr // b1739 // ECK1737		inner membrane
osmF	b2131	2218564	2219481	glycine betaine ABC transporter periplasmic binding protein OsmF	osmF // yehZ // b2131 // ECK2124	glycine betaine ABC transporter, non-osmoregulatory	inner membrane // periplasmic space
osmY	b4376	4611396	4612001	periplasmic chaperone OsmY	osmY // csi-5 // b4376 // ECK4367		periplasmic space
otsA	b1896	1980188	1981612	trehalose-6-phosphate synthase	otsA // b1896 // ECK1895		cytosol
otsB	b1897	1981587	1982387	trehalose-6-phosphate phosphatase	otsB // otsP // b1897 // ECK1896		cytosol
oweE	b4692	1204170	1204403	phage replication protein	oweE // b4692 // ECK4507		cytosol
oxc	b2373	2490256	2491950	oxalyl-CoA decarboxylase	oxc // yfdU // b2373 // ECK2369	oxalyl-CoA decarboxylase	cytosol
oxyR	b3961	4158490	4159407	DNA-binding transcriptional dual regulator OxyR	oxyR // momR // mor // b3961 // ECK3953		cytosol
oxyS	b4458	4158278	4158394	small regulatory RNA OxyS	oxyS // b4458 // ECK3952		bacterial nucleoid // cytosol
paaA	b1388	1453927	1454856	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit	paaA // ydbO // b1388 // ECK1385	phenylacetyl-CoA 1,2-epoxidase	cytosol
paaB	b1389	1454868	1455155	phenylacetyl-CoA 1,2-epoxidase subunit B	paaB // ynbF // b1389 // ECK1386	phenylacetyl-CoA 1,2-epoxidase	cytosol
paaC	b1390	1455164	1455910	phenylacetyl-CoA 1,2-epoxidase, structural subunit	paaC // ydbP // b1390 // ECK1387	phenylacetyl-CoA 1,2-epoxidase	cytosol
paaD	b1391	1455925	1456422	phenylacetate degradation protein	paaD // ydbQ // b1391 // ECK1388		
paaE	b1392	1456430	1457500	phenylacetyl-CoA 1,2-epoxidase, reductase subunit	paaE // ydbR // b1392 // ECK1389	phenylacetyl-CoA 1,2-epoxidase	cytosol
paaF	b1393	1457497	1458264	putative 2,3-dehydroadipyl-CoA hydratase	paaF // ydbR // ydbS // b1393 // ECK1390	PaaF-PaaG hydratase-isomerase complex	cytosol // inner membrane
paaG	b1394	1458264	1459052	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	paaG // ydbT // b1394 // ECK1391	PaaF-PaaG hydratase-isomerase complex	cytosol
paaH	b1395	1459054	1460481	3-hydroxyadipyl-CoA dehydrogenase	paaH // hbdH // ydbU // b1395 // ECK1392		cytosol
paaI	b1396	1460471	1460893	phenylacetyl-CoA thioesterase	paaI // ydbV // b1396 // ECK1393	phenylacetyl-CoA thioesterase	cytosol
paaJ	b1397	1460893	1462098	&beta;-ketoadipyl-CoA thiolase	paaJ // ydbW // b1397 // ECK1394		cytosol
paaK	b1398	1462125	1463438	phenylacetate-CoA ligase	paaK // b1398 // ECK1395		cytosol
paaX	b1399	1463539	1464489	DNA-binding transcriptional repressor PaaX	paaX // ydbY // b1399 // ECK1396	DNA-binding transcriptional repressor PaaX // PaaX-phenylacetyl-CoA	cytosol
paaY	b1400	1464471	1465061	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase	paaY // ydbZ // b1400 // ECK1397	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase	cytosol
paaZ	b1387	1451597	1453642	fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase	paaZ // ydbN // maoC // b1387 // ECK1384	fused 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase and oxepin-CoA hydrolase	cytosol
pabA	b3360	3490266	3490829	aminodeoxychorismate synthase subunit 2	pabA // b3360 // ECK3348	aminodeoxychorismate synthase subunit 1 // aminodeoxychorismate synthase subunit 2	cytosol
pabB	b1812	1894805	1896166	aminodeoxychorismate synthase subunit 1	pabB // b1812 // ECK1810	aminodeoxychorismate synthase subunit 1 // aminodeoxychorismate synthase subunit 2	cytosol
pabC	b1096	1153300	1154109	aminodeoxychorismate lyase	pabC // b1096 // ECK1082	aminodeoxychorismate lyase	cytosol
paeA	b4218	4439872	4441215	putative cadaverine/putrescine exporter	paeA // ytfL // b4218 // ECK4214		inner membrane
pagP	b0622	656557	657117	Lipid A palmitoyltransferase	pagP // ybeG // crcA // b0622 // ECK0615		outer membrane
pal	b0741	779067	779588	peptidoglycan-associated outer membrane lipoprotein Pal	pal // excC // b0741 // ECK0730	The Tol-Pal Cell Envelope Complex	outer membrane
panB	b0134	148807	149601	3-methyl-2-oxobutanoate hydroxymethyltransferase	panB // b0134 // ECK0133	3-methyl-2-oxobutanoate hydroxymethyltransferase	cytosol // membrane
panC	b0133	147944	148795	pantothenate synthetase	panC // b0133 // ECK0132	pantothenate synthetase	cytosol
panD	b0131	146314	146694	PanD &beta; cleavage product // PanD &alpha; cleavage product // aspartate 1-decarboxylase proenzyme	panD // b0131 // ECK0130	aspartate 1-decarboxylase	cytosol
panE	b0425	443604	444515	2-dehydropantoate 2-reductase	panE // apbA // b0425 // ECK0419		cytosol
panF	b3258	3407607	3409058	pantothenate:Na+ symporter	panF // b3258 // ECK3245		inner membrane
panZ	b3459	3597984	3598367	acetyl-CoA-bound PanD maturation factor // PanD maturation factor	panZ // livL // panM // yhhK // b3459 // ECK3443		cytosol
paoA	b0286	301884	302573	aldehyde dehydrogenase, Fe-S subunit	paoA // yagT // b0286 // ECK0285	aldehyde dehydrogenase, Fe-S subunit // aldehyde dehydrogenase, FAD-binding subunit // aldehyde dehydrogenase: molybdenum cofactor-binding subunit	periplasmic space
paoB	b0285	300931	301887	aldehyde dehydrogenase, FAD-binding subunit	paoB // yagS // b0285 // ECK0284	aldehyde dehydrogenase, Fe-S subunit // aldehyde dehydrogenase, FAD-binding subunit // aldehyde dehydrogenase: molybdenum cofactor-binding subunit	cytosol // periplasmic space
paoC	b0284	298736	300934	aldehyde dehydrogenase: molybdenum cofactor-binding subunit	paoC // yagR // b0284 // ECK0283	aldehyde dehydrogenase, Fe-S subunit // aldehyde dehydrogenase, FAD-binding subunit // aldehyde dehydrogenase: molybdenum cofactor-binding subunit	inner membrane // periplasmic space
paoD	b0283	297770	298726	molybdenum cofactor insertion chaperone PaoD	paoD // yagQ // b0283 // ECK0282	molybdenum cofactor insertion chaperone PaoD	cytosol
parC	b3019	3163715	3165973	DNA topoisomerase IV subunit A	parC // b3019 // ECK3010	dimer of DNA topoisomerase IV subunit A	inner membrane // cytosol
parE	b3030	3173504	3175396	DNA topoisomerase IV subunit B	parE // nfxD // b3030 // ECK3021	DNA topoisomerase IV	cytosol
patA	b3073	3219494	3220873	putrescine aminotransferase	patA // oat // pat // ygjG // b3073 // ECK3063	putrescine aminotransferase	cytosol
patD	b1444	1515578	1517002	&gamma;-aminobutyraldehyde dehydrogenase	patD // prr // ydcW // b1444 // ECK1438	&gamma;-aminobutyraldehyde dehydrogenase	cytosol
patZ	b2584	2719953	2722613	peptidyl-lysine <i>N</i>-acetyltransferase	patZ // yfiQ // pka // b2584 // ECK2582	peptidyl-lysine N-acetyltransferase	inner membrane
pawZ	b4643	2476584	2476598		pawZ // b4643 // ECK4464		
pbl	b2854	2993939	2994441	transglycosylase domain-containing protein Pbl	pbl // ygeJ // b2854 // ECK2852		
pbpC	b2519	2645013	2647325	peptidoglycan glycosyltransferase PbpC	pbpC // yfgN // b2519 // ECK2515		inner membrane // periplasmic space
pbpG	b2134	2223938	2224870	peptidoglycan DD-endopeptidase PbpG	pbpG // yohB // b2134 // ECK2127		periplasmic space
pck	b3403	3532818	3534440	phosphoenolpyruvate carboxykinase (ATP)	pck // pckA // b3403 // ECK3390		cytosol
pcm	b2743	2868893	2869519	protein-L-isoaspartate <i>O</i>-methyltransferase	pcm // b2743 // ECK2738		cytosol
pcnB	b0143	157729	159126	poly(A) polymerase I	pcnB // b0143 // ECK0142		inner membrane // cytosol
pdeA	b2395	2515643	2517832	putative c-di-GMP phosphodiesterase PdeA	pdeA // yfeA // b2395 // ECK2389		inner membrane
pdeB	b0457	477067	478617	c-di-GMP phosphodiesterase PdeB	pdeB // ylaB // b0457 // ECK0451		inner membrane // cytosol // periplasmic space
pdeC	b4061	4275471	4277057	c-di-GMP phosphodiesterase PdeC	pdeC // yjcC // b4061 // ECK4053		inner membrane // periplasmic space // cytosol
pdeD	b1815	1898427	1900025	putative c-di-GMP phosphodiesterase PdeD	pdeD // yoaD // b1815 // ECK1813		inner membrane // periplasmic space // cytosol
pdeF	b2503	2626695	2628938	cyclic di-GMP phosphodiesterase PdeF	pdeF // yfgF // b2503 // ECK2499	cyclic di-GMP phosphodiesterase PdeF	inner membrane
pdeG	b1168	1217328	1218851	putative c-di-GMP phosphodiesterase PdeG	pdeG // ycgG // b1168 // ECK1155		periplasmic space // inner membrane // cytosol
pdeH	b3525	3678420	3679187	c-di-GMP phosphodiesterase PdeH	pdeH // yhjH // b3525 // ECK3510		inner membrane // cytosol
pdeI	b0833	872979	875327	putative c-di-GMP phosphodiesterase PdeI	pdeI // yliE // b0833 // ECK0823		inner membrane
pdeK	b3529	3683630	3685618	c-di-GMP phosphodiesterase PdeK	pdeK // yhjK // b3529 // ECK3514	c-di-GMP phosphodiesterase PdeK	inner membrane
pdeL	b0315	332371	333459	DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL	pdeL // yahA // b0315 // ECK0313	DNA-binding transcriptional dual regulator/c-di-GMP phosphodiesterase PdeL	inner membrane
pdeN	b2176	2270726	2272282	putative c-di-GMP phosphodiesterase PdeN	pdeN // rtn // b2176 // ECK2170		inner membrane // cytosol // periplasmic space
pdeR	b1285	1344757	1346742	cyclic di-GMP phosphodiesterase PdeR	pdeR // yciR // gmr // b1285 // ECK1280		inner membrane
pdhR	b0113	122092	122856	DNA-binding transcriptional dual regulator PdhR	pdhR // aceC // genA // yacB // b0113 // ECK0112	PdhR-pyruvate	cytosol
pdxA	b0052	52427	53416	4-hydroxythreonine-4-phosphate dehydrogenase	pdxA // b0052 // ECK0053	4-hydroxythreonine-4-phosphate dehydrogenase	cytosol
pdxB	b2320	2436715	2437851	erythronate-4-phosphate dehydrogenase	pdxB // usg-2 // b2320 // ECK2314	erythronate-4-phosphate dehydrogenase	cytosol
pdxH	b1638	1717351	1718007	pyridoxine/pyridoxamine 5'-phosphate oxidase	pdxH // b1638 // ECK1634	pyridoxine/pyridoxamine 5'-phosphate oxidase	cytosol
pdxI	b1406	1474221	1475081	pyridoxal reductase	pdxI // ydbC // b1406 // ECK1399		cytosol
pdxJ	b2564	2700998	2701729	pyridoxine 5'-phosphate synthase	pdxJ // b2564 // ECK2562	pyridoxine 5'-phosphate synthase	cytosol
pdxK	b2418	2536386	2537237	pyridoxine/pyridoxal/pyridoxamine kinase	pdxK // yfeI // pdxL // b2418 // ECK2413	pyridoxal kinase 1 / hydroxymethylpyrimidine kinase	cytosol
pdxY	b1636	1715026	1715889	pyridoxal kinase 2	pdxY // ydgS // b1636 // ECK1632	pyridoxal kinase 2	cytosol
peaD	b4508	566376	566687		peaD // ybcD // b4508 // ECK0532		
pepA	b4260	4484440	4485951	aminopeptidase A/I	pepA // carP // xerB // b4260 // ECK4253	aminopeptidase A/I and DNA-binding transcriptional repressor PepA	cytosol
pepB	b2523	2655075	2656358	aminopeptidase B	pepB // yfhI // b2523 // ECK2520	aminopeptidase B	cytosol
pepD	b0237	254259	255716	peptidase D	pepD // pepH // b0237 // ECK0238	peptidase D	cytosol
pepE	b4021	4229453	4230142	peptidase E	pepE // b4021 // ECK4013		cytosol
pepN	b0932	990622	993234	aminopeptidase N	pepN // b0932 // ECK0923		inner membrane
pepP	b2908	3053515	3054840	Xaa-Pro aminopeptidase	pepP // b2908 // ECK2903	Xaa-Pro aminopeptidase	cytosol
pepQ	b3847	4031161	4032492	Xaa-Pro dipeptidase	pepQ // b3847 // ECK3839	Xaa-Pro dipeptidase	cytosol
pepT	b1127	1185844	1187070	peptidase T	pepT // b1127 // ECK1113	peptidase T	cytosol
perR	b0254	269289	270182	CP4-6 prophage; putative transcriptional regulator PerR	perR // b0254 // ECK0256		cytosol
pfkA	b3916	4107552	4108514	6-phosphofructokinase 1	pfkA // b3916 // ECK3908	6-phosphofructokinase 1	cytosol
pfkB	b1723	1806370	1807299	6-phosphofructokinase 2	pfkB // b1723 // ECK1721	6-phosphofructokinase 2	cytosol
pflA	b0902	950340	951080	pyruvate formate-lyase activating enzyme	pflA // act // b0902 // ECK0893		cytosol
pflB	b0903	951272	953554	pyruvate formate-lyase	pflB // pfl // b0903 // ECK0894	pyruvate formate-lyase (inactive)	cytosol // membrane
pflC	b3952	4146258	4147136	putative pyruvate formate-lyase 2 activating enzyme PflC	pflC // yijM // b3952 // ECK3943		cytosol
pflD	b3951	4143995	4146292	putative formate acetyltransferase 2	pflD // yijL // b3951 // ECK3942		cytosol
pgaA	b1024	1089866	1092289	partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine export outer membrane porin	pgaA // hmsH // ycdS // b1024 // ECK1014		outer membrane
pgaB	b1023	1087839	1089857	poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine <i>N</i>-deacetylase and &beta;-1,6 glycoside hydrolase	pgaB // hmsF // ycdR // b1023 // ECK1013		periplasmic space // outer membrane
pgaC	b1022	1086521	1087846	poly-<i>N</i>-acetyl-D-glucosamine synthase subunit PgaC	pgaC // hmsR // ycdQ // b1022 // ECK1012	poly-<i>N</i>-acetyl-D-glucosamine synthase	inner membrane
pgaD	b1021	1086106	1086519	poly-<i>N</i>-acetyl-D-glucosamine synthase subunit PgaD	pgaD // hmsS // ycdP // b1021 // ECK1011	poly-<i>N</i>-acetyl-D-glucosamine synthase	inner membrane
yfiH	b2593	2734303	2735034	purine nucleoside phosphorylase YfiH	yfiH // pgeF // b2593 // ECK2591		periplasmic space // cytosol
pgi	b4025	4233758	4235407	glucose-6-phosphate isomerase	pgi // b4025 // ECK4017	glucose-6-phosphate isomerase	cytosol
pgk	b2926	3071459	3072622	phosphoglycerate kinase	pgk // b2926 // ECK2922		cytosol
pgl	b0767	798586	799581	6-phosphogluconolactonase	pgl // ybhE // b0767 // ECK0756		cytosol
pgm	b0688	713558	715198	phosphoglucomutase	pgm // blu // b0688 // ECK0676		cytosol
pgpA	b0418	436589	437107	phosphatidylglycerophosphatase A	pgpA // yajN // b0418 // ECK0412		inner membrane
pgpB	b1278	1339330	1340094	phosphatidylglycerophosphatase B	pgpB // b1278 // ECK1273		inner membrane // outer membrane
pgpC	b2560	2697915	2698550	phosphatidylglycerophosphatase C	pgpC // yfhB // b2560 // ECK2558		inner membrane
pgrR	b1328	1391991	1392890	DNA-binding transcriptional repressor PgrR	pgrR // ycjZ // b1328 // ECK1325		cytosol
pgsA	b1912	1992269	1992817	CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase	pgsA // b1912 // ECK1911		inner membrane
pheA	b2599	2737745	2738905	fused chorismate mutase/prephenate dehydratase	pheA // b2599 // ECK2596	fused chorismate mutase/prephenate dehydratase	cytosol
pheL	b2598	2737599	2737646	<i>phe</i> operon leader peptide	pheL // pheAE // b2598 // ECK2595		membrane
pheM	b1715	1799226	1799270	<i>pheST-ihfA</i> operon leader peptide	pheM // phtL // b1715 // ECK1713		membrane
pheP	b0576	601959	603335	phenylalanine:H+ symporter PheP	pheP // b0576 // ECK0568		inner membrane
pheS	b1714	1797959	1798942	phenylalanine&mdash;tRNA ligase subunit &alpha;	pheS // phe-act // b1714 // ECK1712	phenylalanine&mdash;tRNA ligase	cytosol
pheT	b1713	1795557	1797944	phenylalanine&mdash;tRNA ligase subunit &beta;	pheT // b1713 // ECK1711	phenylalanine&mdash;tRNA ligase	cytosol // membrane
pheU	b4134	4362551	4362626	tRNA-Phe(GAA)	pheU // pheR // pheW // b4134 // ECK4128		cytosol
pheV	b2967	3110366	3110441	tRNA-Phe(GAA)	pheV // pheC // b2967 // ECK2962		cytosol
phnC	b4106	4324377	4325165	phosphonate/phosphate ABC transporter ATP binding subunit	phnC // b4106 // ECK4099	cryptic phosphonate/phosphate ABC transporter	inner membrane
phnD	b4105	4323336	4324352	phosphonate/phosphate ABC transporter periplasmic binding protein	phnD // phn // psiD // b4105 // ECK4098	cryptic phosphonate/phosphate ABC transporter	periplasmic space // inner membrane
phnE	b4583	4322443	4323281	phosphonate/phosphate ABC transporter membrane subunit	phnE // ECK4097 // b4103 // b4104 // b4583 // ECK4096	cryptic phosphonate/phosphate ABC transporter	inner membrane
phnF	b4102	4321697	4322422	putative transcriptional regulator PhnF	phnF // b4102 // ECK4095		cytosol
phnG	b4101	4321244	4321696	carbon-phosphorus lyase core complex subunit PhnG	phnG // b4101 // ECK4094	carbon-phosphorus lyase core complex // methylphosphonate degradation complex	cytosol
phnH	b4100	4320663	4321247	carbon-phosphorus lyase core complex subunit PhnH	phnH // b4100 // ECK4093	carbon-phosphorus lyase core complex // methylphosphonate degradation complex	cytosol
phnI	b4099	4319599	4320663	carbon-phosphorus lyase core complex subunit PhnI	phnI // b4099 // ECK4092	carbon-phosphorus lyase core complex // methylphosphonate degradation complex	cytosol
phnJ	b4098	4318761	4319606	carbon-phosphorus lyase core complex subunit PhnJ	phnJ // b4098 // ECK4091	carbon-phosphorus lyase core complex	cytosol
phnK	b4097	4318006	4318764	carbon-phosphorus lyase subunit PhnK	phnK // b4097 // ECK4090		cytosol
phnL	b4096	4317215	4317895	methylphosphonate degradation complex subunit PhnL	phnL // b4096 // ECK4089	methylphosphonate degradation complex	inner membrane // cytosol
phnM	b4095	4316082	4317218	RPnTP hydrolase	phnM // b4095 // ECK4088		cytosol
phnN	b4094	4315525	4316082	ribose 1,5-bisphosphate phosphokinase	phnN // b4094 // ECK4087		cytosol
phnO	b4093	4315104	4315538	aminoalkylphosphonate <i>N</i>-acetyltransferase	phnO // b4093 // ECK4086		cytosol
phnP	b4092	4314344	4315102	5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	phnP // b4092 // ECK4085	5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	cytosol
phoA	b0383	401747	403162	alkaline phosphatase	phoA // psiA // b0383 // ECK0378	alkaline phosphatase	periplasmic space
phoB	b0399	417142	417831	DNA-binding transcriptional dual regulator PhoB-phosphorylated // DNA-binding transcriptional dual regulator PhoB	phoB // phoRc // phoT // b0399 // ECK0393		cytosol // cytosol
phoE	b0241	259045	260100	outer membrane porin PhoE	phoE // ompE // b0241 // ECK0242	outer membrane porin PhoE	outer membrane
phoH	b1020	1084992	1086056	ATP-binding protein PhoH	phoH // psiH // b1020 // ECK1010		cytosol
phoP	b1130	1189776	1190447	DNA-binding transcriptional dual regulator PhoP-phosphorylated // DNA-binding transcriptional dual regulator PhoP	phoP // b1130 // ECK1116		cytosol
phoQ	b1129	1188316	1189776	sensor histidine kinase PhoQ	phoQ // b1129 // ECK1115	bifunctional sensor histidine kinase PhoQ	inner membrane
phoR	b0400	417889	419184	sensor histidine kinase PhoR	phoR // R1pho // phoR1 // nmpB // b0400 // ECK0394	sensor histidine kinase PhoR	inner membrane // cytosol
phoU	b3724	3906853	3907578	negative regulator of the <i>pho</i> regulon	phoU // phoT // pst // b3724 // ECK3717	phosphate signaling protein PhoU	cytosol // inner membrane
php	b3379	3507712	3508590	putative hydrolase	php // yhfV // b3379 // ECK3366		inner membrane // cytosol
phr	b0708	739507	740925	deoxyribodipyrimidine photolyase	phr // phrB // b0708 // ECK0697		cytosol
pinE	b1158	1209685	1210239	e14 prophage; site-specific DNA recombinase	pinE // pin // b1158 // ECK1144		cytosol
pinH	b2648	2783065	2783304	putative invertase fragment	pinH // ypjG // b2648 // ECK2645		membrane
pinQ	b1545	1633622	1634212	Qin prophage; putative recombinase PinQ	pinQ // ydfL // b1545 // ECK1538		cytosol
pinR	b1374	1433084	1433674	Rac prophage; putative site-specific recombinase	pinR // ynaD // b1374 // ECK1369		cytosol
